"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","TAXREV","TOT","PC_GDP","A","1974",35.825,
"AUT","TAXREV","TOT","PC_GDP","A","1975",36.335,
"AUT","TAXREV","TOT","PC_GDP","A","1976",36.205,
"AUT","TAXREV","TOT","PC_GDP","A","1977",36.549,
"AUT","TAXREV","TOT","PC_GDP","A","1978",38.69,
"AUT","TAXREV","TOT","PC_GDP","A","1979",38.095,
"AUT","TAXREV","TOT","PC_GDP","A","1980",38.573,
"AUT","TAXREV","TOT","PC_GDP","A","1981",39.647,
"AUT","TAXREV","TOT","PC_GDP","A","1982",38.423,
"AUT","TAXREV","TOT","PC_GDP","A","1983",38.114,
"AUT","TAXREV","TOT","PC_GDP","A","1984",39.774,
"AUT","TAXREV","TOT","PC_GDP","A","1985",40.436,
"AUT","TAXREV","TOT","PC_GDP","A","1986",40.34,
"AUT","TAXREV","TOT","PC_GDP","A","1987",39.959,
"AUT","TAXREV","TOT","PC_GDP","A","1988",39.96,
"AUT","TAXREV","TOT","PC_GDP","A","1989",38.945,
"AUT","TAXREV","TOT","PC_GDP","A","1990",39.288,
"AUT","TAXREV","TOT","PC_GDP","A","1991",39.748,
"AUT","TAXREV","TOT","PC_GDP","A","1992",41.282,
"AUT","TAXREV","TOT","PC_GDP","A","1993",41.688,
"AUT","TAXREV","TOT","PC_GDP","A","1994",41.421,
"AUT","TAXREV","TOT","PC_GDP","A","1995",41.271,
"AUT","TAXREV","TOT","PC_GDP","A","1996",42.641,
"AUT","TAXREV","TOT","PC_GDP","A","1997",43.44,
"AUT","TAXREV","TOT","PC_GDP","A","1998",43.447,
"AUT","TAXREV","TOT","PC_GDP","A","1999",43.09,
"AUT","TAXREV","TOT","PC_GDP","A","2000",42.285,
"AUT","TAXREV","TOT","PC_GDP","A","2001",43.886,
"AUT","TAXREV","TOT","PC_GDP","A","2002",42.697,
"AUT","TAXREV","TOT","PC_GDP","A","2003",42.409,
"AUT","TAXREV","TOT","PC_GDP","A","2004",41.958,
"AUT","TAXREV","TOT","PC_GDP","A","2005",41.012,
"AUT","TAXREV","TOT","PC_GDP","A","2006",40.408,
"AUT","TAXREV","TOT","PC_GDP","A","2007",40.548,
"AUT","TAXREV","TOT","PC_GDP","A","2008",41.391,
"AUT","TAXREV","TOT","PC_GDP","A","2009",40.98,
"AUT","TAXREV","TOT","PC_GDP","A","2010",40.958,
"AUT","TAXREV","TOT","PC_GDP","A","2011",41.119,
"AUT","TAXREV","TOT","PC_GDP","A","2012",41.767,
"AUT","TAXREV","TOT","PC_GDP","A","2013",42.635,
"AUT","TAXREV","TOT","PC_GDP","A","2014",42.71,
"AUT","TAXREV","TOT","PC_GDP","A","2015",43.098,
"AUT","TAXREV","TOT","PC_GDP","A","2016",42.233,
"AUT","TAXREV","TOT","PC_GDP","A","2017",41.774,
"BEL","TAXREV","TOT","PC_GDP","A","1965",30.625,
"BEL","TAXREV","TOT","PC_GDP","A","1966",32.723,
"BEL","TAXREV","TOT","PC_GDP","A","1967",33.383,
"BEL","TAXREV","TOT","PC_GDP","A","1968",34.198,
"BEL","TAXREV","TOT","PC_GDP","A","1969",34.374,
"BEL","TAXREV","TOT","PC_GDP","A","1970",33.247,
"BEL","TAXREV","TOT","PC_GDP","A","1971",34.375,
"BEL","TAXREV","TOT","PC_GDP","A","1972",34.224,
"BEL","TAXREV","TOT","PC_GDP","A","1973",35.331,
"BEL","TAXREV","TOT","PC_GDP","A","1974",36.212,
"BEL","TAXREV","TOT","PC_GDP","A","1975",38.734,
"BEL","TAXREV","TOT","PC_GDP","A","1976",38.933,
"BEL","TAXREV","TOT","PC_GDP","A","1977",40.846,
"BEL","TAXREV","TOT","PC_GDP","A","1978",41.42,
"BEL","TAXREV","TOT","PC_GDP","A","1979",42.172,
"BEL","TAXREV","TOT","PC_GDP","A","1980",40.509,
"BEL","TAXREV","TOT","PC_GDP","A","1981",40.772,
"BEL","TAXREV","TOT","PC_GDP","A","1982",41.984,
"BEL","TAXREV","TOT","PC_GDP","A","1983",42.682,
"BEL","TAXREV","TOT","PC_GDP","A","1984",43.395,
"BEL","TAXREV","TOT","PC_GDP","A","1985",43.481,
"BEL","TAXREV","TOT","PC_GDP","A","1986",43.23,
"BEL","TAXREV","TOT","PC_GDP","A","1987",43.858,
"BEL","TAXREV","TOT","PC_GDP","A","1988",42.547,
"BEL","TAXREV","TOT","PC_GDP","A","1989",40.739,
"BEL","TAXREV","TOT","PC_GDP","A","1990",41.172,
"BEL","TAXREV","TOT","PC_GDP","A","1991",41.387,
"BEL","TAXREV","TOT","PC_GDP","A","1992",40.961,
"BEL","TAXREV","TOT","PC_GDP","A","1993",42.405,
"BEL","TAXREV","TOT","PC_GDP","A","1994",42.684,
"BEL","TAXREV","TOT","PC_GDP","A","1995",42.609,
"BEL","TAXREV","TOT","PC_GDP","A","1996",43.02,
"BEL","TAXREV","TOT","PC_GDP","A","1997",43.451,
"BEL","TAXREV","TOT","PC_GDP","A","1998",44.084,
"BEL","TAXREV","TOT","PC_GDP","A","1999",43.893,
"BEL","TAXREV","TOT","PC_GDP","A","2000",43.537,
"BEL","TAXREV","TOT","PC_GDP","A","2001",43.454,
"BEL","TAXREV","TOT","PC_GDP","A","2002",43.627,
"BEL","TAXREV","TOT","PC_GDP","A","2003",43.142,
"BEL","TAXREV","TOT","PC_GDP","A","2004",43.215,
"BEL","TAXREV","TOT","PC_GDP","A","2005",43.151,
"BEL","TAXREV","TOT","PC_GDP","A","2006",42.96,
"BEL","TAXREV","TOT","PC_GDP","A","2007",42.72,
"BEL","TAXREV","TOT","PC_GDP","A","2008",43.25,
"BEL","TAXREV","TOT","PC_GDP","A","2009",42.37,
"BEL","TAXREV","TOT","PC_GDP","A","2010",42.621,
"BEL","TAXREV","TOT","PC_GDP","A","2011",43.141,
"BEL","TAXREV","TOT","PC_GDP","A","2012",44.172,
"BEL","TAXREV","TOT","PC_GDP","A","2013",45.106,
"BEL","TAXREV","TOT","PC_GDP","A","2014",45.073,
"BEL","TAXREV","TOT","PC_GDP","A","2015",44.813,
"BEL","TAXREV","TOT","PC_GDP","A","2016",44.081,
"BEL","TAXREV","TOT","PC_GDP","A","2017",44.598,
"CAN","TAXREV","TOT","PC_GDP","A","1965",25.055,
"CAN","TAXREV","TOT","PC_GDP","A","1966",26.079,
"CAN","TAXREV","TOT","PC_GDP","A","1967",27.076,
"CAN","TAXREV","TOT","PC_GDP","A","1968",27.873,
"CAN","TAXREV","TOT","PC_GDP","A","1969",30.007,
"CAN","TAXREV","TOT","PC_GDP","A","1970",30.042,
"CAN","TAXREV","TOT","PC_GDP","A","1971",29.578,
"CAN","TAXREV","TOT","PC_GDP","A","1972",30.097,
"CAN","TAXREV","TOT","PC_GDP","A","1973",29.68,
"CAN","TAXREV","TOT","PC_GDP","A","1974",32.192,
"CAN","TAXREV","TOT","PC_GDP","A","1975",31.278,
"CAN","TAXREV","TOT","PC_GDP","A","1976",30.706,
"CAN","TAXREV","TOT","PC_GDP","A","1977",29.95,
"CAN","TAXREV","TOT","PC_GDP","A","1978",29.677,
"CAN","TAXREV","TOT","PC_GDP","A","1979",29.453,
"CAN","TAXREV","TOT","PC_GDP","A","1980",30.43,
"CAN","TAXREV","TOT","PC_GDP","A","1981",32.621,
"CAN","TAXREV","TOT","PC_GDP","A","1982",32.444,
"CAN","TAXREV","TOT","PC_GDP","A","1983",31.883,
"CAN","TAXREV","TOT","PC_GDP","A","1984",31.83,
"CAN","TAXREV","TOT","PC_GDP","A","1985",31.739,
"CAN","TAXREV","TOT","PC_GDP","A","1986",32.488,
"CAN","TAXREV","TOT","PC_GDP","A","1987",33.451,
"CAN","TAXREV","TOT","PC_GDP","A","1988",33.163,
"CAN","TAXREV","TOT","PC_GDP","A","1989",34.255,
"CAN","TAXREV","TOT","PC_GDP","A","1990",35.199,
"CAN","TAXREV","TOT","PC_GDP","A","1991",35.63,
"CAN","TAXREV","TOT","PC_GDP","A","1992",35.184,
"CAN","TAXREV","TOT","PC_GDP","A","1993",34.555,
"CAN","TAXREV","TOT","PC_GDP","A","1994",34.511,
"CAN","TAXREV","TOT","PC_GDP","A","1995",34.74,
"CAN","TAXREV","TOT","PC_GDP","A","1996",35.056,
"CAN","TAXREV","TOT","PC_GDP","A","1997",35.912,
"CAN","TAXREV","TOT","PC_GDP","A","1998",35.836,
"CAN","TAXREV","TOT","PC_GDP","A","1999",35.609,
"CAN","TAXREV","TOT","PC_GDP","A","2000",34.79,
"CAN","TAXREV","TOT","PC_GDP","A","2001",34.206,
"CAN","TAXREV","TOT","PC_GDP","A","2002",33.199,
"CAN","TAXREV","TOT","PC_GDP","A","2003",32.816,
"CAN","TAXREV","TOT","PC_GDP","A","2004",32.825,
"CAN","TAXREV","TOT","PC_GDP","A","2005",32.766,
"CAN","TAXREV","TOT","PC_GDP","A","2006",32.821,
"CAN","TAXREV","TOT","PC_GDP","A","2007",32.58,
"CAN","TAXREV","TOT","PC_GDP","A","2008",31.313,
"CAN","TAXREV","TOT","PC_GDP","A","2009",32.428,
"CAN","TAXREV","TOT","PC_GDP","A","2010",31.08,
"CAN","TAXREV","TOT","PC_GDP","A","2011",30.875,
"CAN","TAXREV","TOT","PC_GDP","A","2012",31.253,
"CAN","TAXREV","TOT","PC_GDP","A","2013",31.209,
"CAN","TAXREV","TOT","PC_GDP","A","2014",31.34,
"CAN","TAXREV","TOT","PC_GDP","A","2015",32.678,
"CAN","TAXREV","TOT","PC_GDP","A","2016",32.713,
"CAN","TAXREV","TOT","PC_GDP","A","2017",32.241,
"CZE","TAXREV","TOT","PC_GDP","A","1993",36.96,
"CZE","TAXREV","TOT","PC_GDP","A","1994",35.699,
"CZE","TAXREV","TOT","PC_GDP","A","1995",34.712,
"CZE","TAXREV","TOT","PC_GDP","A","1996",33.307,
"CZE","TAXREV","TOT","PC_GDP","A","1997",33.606,
"CZE","TAXREV","TOT","PC_GDP","A","1998",32.452,
"CZE","TAXREV","TOT","PC_GDP","A","1999",33.278,
"CZE","TAXREV","TOT","PC_GDP","A","2000",32.428,
"CZE","TAXREV","TOT","PC_GDP","A","2001",32.542,
"CZE","TAXREV","TOT","PC_GDP","A","2002",33.391,
"CZE","TAXREV","TOT","PC_GDP","A","2003",34.257,
"CZE","TAXREV","TOT","PC_GDP","A","2004",34.684,
"CZE","TAXREV","TOT","PC_GDP","A","2005",34.451,
"CZE","TAXREV","TOT","PC_GDP","A","2006",34.016,
"CZE","TAXREV","TOT","PC_GDP","A","2007",34.211,
"CZE","TAXREV","TOT","PC_GDP","A","2008",33.454,
"CZE","TAXREV","TOT","PC_GDP","A","2009",32.283,
"CZE","TAXREV","TOT","PC_GDP","A","2010",32.476,
"CZE","TAXREV","TOT","PC_GDP","A","2011",33.259,
"CZE","TAXREV","TOT","PC_GDP","A","2012",33.677,
"CZE","TAXREV","TOT","PC_GDP","A","2013",34.078,
"CZE","TAXREV","TOT","PC_GDP","A","2014",33.095,
"CZE","TAXREV","TOT","PC_GDP","A","2015",33.347,
"CZE","TAXREV","TOT","PC_GDP","A","2016",34.237,
"CZE","TAXREV","TOT","PC_GDP","A","2017",34.893,
"DNK","TAXREV","TOT","PC_GDP","A","1965",29.125,
"DNK","TAXREV","TOT","PC_GDP","A","1966",29.673,
"DNK","TAXREV","TOT","PC_GDP","A","1967",30.156,
"DNK","TAXREV","TOT","PC_GDP","A","1968",32.896,
"DNK","TAXREV","TOT","PC_GDP","A","1969",32.506,
"DNK","TAXREV","TOT","PC_GDP","A","1970",36.866,
"DNK","TAXREV","TOT","PC_GDP","A","1971",39.443,
"DNK","TAXREV","TOT","PC_GDP","A","1972",39.057,
"DNK","TAXREV","TOT","PC_GDP","A","1973",38.517,
"DNK","TAXREV","TOT","PC_GDP","A","1974",40.364,
"DNK","TAXREV","TOT","PC_GDP","A","1975",36.785,
"DNK","TAXREV","TOT","PC_GDP","A","1976",37.774,
"DNK","TAXREV","TOT","PC_GDP","A","1977",38.223,
"DNK","TAXREV","TOT","PC_GDP","A","1978",39.399,
"DNK","TAXREV","TOT","PC_GDP","A","1979",40.446,
"DNK","TAXREV","TOT","PC_GDP","A","1980",41.157,
"DNK","TAXREV","TOT","PC_GDP","A","1981",40.697,
"DNK","TAXREV","TOT","PC_GDP","A","1982",39.524,
"DNK","TAXREV","TOT","PC_GDP","A","1983",41.158,
"DNK","TAXREV","TOT","PC_GDP","A","1984",42.295,
"DNK","TAXREV","TOT","PC_GDP","A","1985",43.586,
"DNK","TAXREV","TOT","PC_GDP","A","1986",45.807,
"DNK","TAXREV","TOT","PC_GDP","A","1987",46.451,
"DNK","TAXREV","TOT","PC_GDP","A","1988",46.925,
"DNK","TAXREV","TOT","PC_GDP","A","1989",45.745,
"DNK","TAXREV","TOT","PC_GDP","A","1990",44.397,
"DNK","TAXREV","TOT","PC_GDP","A","1991",43.777,
"DNK","TAXREV","TOT","PC_GDP","A","1992",44.136,
"DNK","TAXREV","TOT","PC_GDP","A","1993",45.462,
"DNK","TAXREV","TOT","PC_GDP","A","1994",46.529,
"DNK","TAXREV","TOT","PC_GDP","A","1995",46.499,
"DNK","TAXREV","TOT","PC_GDP","A","1996",46.713,
"DNK","TAXREV","TOT","PC_GDP","A","1997",46.727,
"DNK","TAXREV","TOT","PC_GDP","A","1998",47.298,
"DNK","TAXREV","TOT","PC_GDP","A","1999",47.875,
"DNK","TAXREV","TOT","PC_GDP","A","2000",46.875,
"DNK","TAXREV","TOT","PC_GDP","A","2001",45.919,
"DNK","TAXREV","TOT","PC_GDP","A","2002",45.405,
"DNK","TAXREV","TOT","PC_GDP","A","2003",45.583,
"DNK","TAXREV","TOT","PC_GDP","A","2004",46.393,
"DNK","TAXREV","TOT","PC_GDP","A","2005",48.005,
"DNK","TAXREV","TOT","PC_GDP","A","2006",46.462,
"DNK","TAXREV","TOT","PC_GDP","A","2007",46.425,
"DNK","TAXREV","TOT","PC_GDP","A","2008",44.765,
"DNK","TAXREV","TOT","PC_GDP","A","2009",44.963,
"DNK","TAXREV","TOT","PC_GDP","A","2010",44.756,
"DNK","TAXREV","TOT","PC_GDP","A","2011",44.793,
"DNK","TAXREV","TOT","PC_GDP","A","2012",45.512,
"DNK","TAXREV","TOT","PC_GDP","A","2013",45.888,
"DNK","TAXREV","TOT","PC_GDP","A","2014",48.531,
"DNK","TAXREV","TOT","PC_GDP","A","2015",46.132,
"DNK","TAXREV","TOT","PC_GDP","A","2016",46.189,
"DNK","TAXREV","TOT","PC_GDP","A","2017",45.982,
"FIN","TAXREV","TOT","PC_GDP","A","1965",30.017,
"FIN","TAXREV","TOT","PC_GDP","A","1966",31.159,
"FIN","TAXREV","TOT","PC_GDP","A","1967",32.022,
"FIN","TAXREV","TOT","PC_GDP","A","1968",32.422,
"FIN","TAXREV","TOT","PC_GDP","A","1969",30.987,
"FIN","TAXREV","TOT","PC_GDP","A","1970",31.159,
"FIN","TAXREV","TOT","PC_GDP","A","1971",32.751,
"FIN","TAXREV","TOT","PC_GDP","A","1972",33.223,
"FIN","TAXREV","TOT","PC_GDP","A","1973",34.035,
"FIN","TAXREV","TOT","PC_GDP","A","1974",33.301,
"FIN","TAXREV","TOT","PC_GDP","A","1975",36.113,
"FIN","TAXREV","TOT","PC_GDP","A","1976",39.598,
"FIN","TAXREV","TOT","PC_GDP","A","1977",39.801,
"FIN","TAXREV","TOT","PC_GDP","A","1978",36.478,
"FIN","TAXREV","TOT","PC_GDP","A","1979",35.103,
"FIN","TAXREV","TOT","PC_GDP","A","1980",35.315,
"FIN","TAXREV","TOT","PC_GDP","A","1981",37.268,
"FIN","TAXREV","TOT","PC_GDP","A","1982",36.42,
"FIN","TAXREV","TOT","PC_GDP","A","1983",36.065,
"FIN","TAXREV","TOT","PC_GDP","A","1984",37.553,
"FIN","TAXREV","TOT","PC_GDP","A","1985",39.14,
"FIN","TAXREV","TOT","PC_GDP","A","1986",40.259,
"FIN","TAXREV","TOT","PC_GDP","A","1987",38.747,
"FIN","TAXREV","TOT","PC_GDP","A","1988",41.951,
"FIN","TAXREV","TOT","PC_GDP","A","1989",41.54,
"FIN","TAXREV","TOT","PC_GDP","A","1990",42.907,
"FIN","TAXREV","TOT","PC_GDP","A","1991",44.449,
"FIN","TAXREV","TOT","PC_GDP","A","1992",43.966,
"FIN","TAXREV","TOT","PC_GDP","A","1993",43.478,
"FIN","TAXREV","TOT","PC_GDP","A","1994",45.508,
"FIN","TAXREV","TOT","PC_GDP","A","1995",44.496,
"FIN","TAXREV","TOT","PC_GDP","A","1996",45.7,
"FIN","TAXREV","TOT","PC_GDP","A","1997",44.966,
"FIN","TAXREV","TOT","PC_GDP","A","1998",44.827,
"FIN","TAXREV","TOT","PC_GDP","A","1999",44.258,
"FIN","TAXREV","TOT","PC_GDP","A","2000",45.82,
"FIN","TAXREV","TOT","PC_GDP","A","2001",43.171,
"FIN","TAXREV","TOT","PC_GDP","A","2002",43.333,
"FIN","TAXREV","TOT","PC_GDP","A","2003",42.388,
"FIN","TAXREV","TOT","PC_GDP","A","2004",41.822,
"FIN","TAXREV","TOT","PC_GDP","A","2005",42.114,
"FIN","TAXREV","TOT","PC_GDP","A","2006",42.154,
"FIN","TAXREV","TOT","PC_GDP","A","2007",41.508,
"FIN","TAXREV","TOT","PC_GDP","A","2008",41.207,
"FIN","TAXREV","TOT","PC_GDP","A","2009",40.934,
"FIN","TAXREV","TOT","PC_GDP","A","2010",40.788,
"FIN","TAXREV","TOT","PC_GDP","A","2011",42.033,
"FIN","TAXREV","TOT","PC_GDP","A","2012",42.679,
"FIN","TAXREV","TOT","PC_GDP","A","2013",43.616,
"FIN","TAXREV","TOT","PC_GDP","A","2014",43.814,
"FIN","TAXREV","TOT","PC_GDP","A","2015",43.928,
"FIN","TAXREV","TOT","PC_GDP","A","2016",44.017,
"FIN","TAXREV","TOT","PC_GDP","A","2017",43.34,
"FRA","TAXREV","TOT","PC_GDP","A","1965",33.729,
"FRA","TAXREV","TOT","PC_GDP","A","1966",33.493,
"FRA","TAXREV","TOT","PC_GDP","A","1967",33.828,
"FRA","TAXREV","TOT","PC_GDP","A","1968",33.929,
"FRA","TAXREV","TOT","PC_GDP","A","1969",34.543,
"FRA","TAXREV","TOT","PC_GDP","A","1970",33.749,
"FRA","TAXREV","TOT","PC_GDP","A","1971",33.178,
"FRA","TAXREV","TOT","PC_GDP","A","1972",33.607,
"FRA","TAXREV","TOT","PC_GDP","A","1973",33.583,
"FRA","TAXREV","TOT","PC_GDP","A","1974",33.678,
"FRA","TAXREV","TOT","PC_GDP","A","1975",35.009,
"FRA","TAXREV","TOT","PC_GDP","A","1976",36.838,
"FRA","TAXREV","TOT","PC_GDP","A","1977",36.841,
"FRA","TAXREV","TOT","PC_GDP","A","1978",36.798,
"FRA","TAXREV","TOT","PC_GDP","A","1979",38.209,
"FRA","TAXREV","TOT","PC_GDP","A","1980",39.528,
"FRA","TAXREV","TOT","PC_GDP","A","1981",39.633,
"FRA","TAXREV","TOT","PC_GDP","A","1982",40.4,
"FRA","TAXREV","TOT","PC_GDP","A","1983",40.894,
"FRA","TAXREV","TOT","PC_GDP","A","1984",41.921,
"FRA","TAXREV","TOT","PC_GDP","A","1985",42.042,
"FRA","TAXREV","TOT","PC_GDP","A","1986",41.711,
"FRA","TAXREV","TOT","PC_GDP","A","1987",42.254,
"FRA","TAXREV","TOT","PC_GDP","A","1988",41.43,
"FRA","TAXREV","TOT","PC_GDP","A","1989",41.157,
"FRA","TAXREV","TOT","PC_GDP","A","1990",41.173,
"FRA","TAXREV","TOT","PC_GDP","A","1991",41.552,
"FRA","TAXREV","TOT","PC_GDP","A","1992",41.153,
"FRA","TAXREV","TOT","PC_GDP","A","1993",42.353,
"FRA","TAXREV","TOT","PC_GDP","A","1994",42.475,
"FRA","TAXREV","TOT","PC_GDP","A","1995",42.327,
"FRA","TAXREV","TOT","PC_GDP","A","1996",43.455,
"FRA","TAXREV","TOT","PC_GDP","A","1997",43.663,
"FRA","TAXREV","TOT","PC_GDP","A","1998",43.537,
"FRA","TAXREV","TOT","PC_GDP","A","1999",44.248,
"FRA","TAXREV","TOT","PC_GDP","A","2000",43.43,
"FRA","TAXREV","TOT","PC_GDP","A","2001",43.101,
"FRA","TAXREV","TOT","PC_GDP","A","2002",42.404,
"FRA","TAXREV","TOT","PC_GDP","A","2003",42.239,
"FRA","TAXREV","TOT","PC_GDP","A","2004",42.413,
"FRA","TAXREV","TOT","PC_GDP","A","2005",42.904,
"FRA","TAXREV","TOT","PC_GDP","A","2006",43.273,
"FRA","TAXREV","TOT","PC_GDP","A","2007",42.545,
"FRA","TAXREV","TOT","PC_GDP","A","2008",42.332,
"FRA","TAXREV","TOT","PC_GDP","A","2009",41.528,
"FRA","TAXREV","TOT","PC_GDP","A","2010",42.145,
"FRA","TAXREV","TOT","PC_GDP","A","2011",43.334,
"FRA","TAXREV","TOT","PC_GDP","A","2012",44.36,
"FRA","TAXREV","TOT","PC_GDP","A","2013",45.367,
"FRA","TAXREV","TOT","PC_GDP","A","2014",45.449,
"FRA","TAXREV","TOT","PC_GDP","A","2015",45.281,
"FRA","TAXREV","TOT","PC_GDP","A","2016",45.461,
"FRA","TAXREV","TOT","PC_GDP","A","2017",46.231,
"DEU","TAXREV","TOT","PC_GDP","A","1965",31.601,
"DEU","TAXREV","TOT","PC_GDP","A","1966",32.192,
"DEU","TAXREV","TOT","PC_GDP","A","1967",32.215,
"DEU","TAXREV","TOT","PC_GDP","A","1968",32.171,
"DEU","TAXREV","TOT","PC_GDP","A","1969",33.88,
"DEU","TAXREV","TOT","PC_GDP","A","1970",31.53,
"DEU","TAXREV","TOT","PC_GDP","A","1971",32.028,
"DEU","TAXREV","TOT","PC_GDP","A","1972",33.522,
"DEU","TAXREV","TOT","PC_GDP","A","1973",35.006,
"DEU","TAXREV","TOT","PC_GDP","A","1974",34.874,
"DEU","TAXREV","TOT","PC_GDP","A","1975",34.312,
"DEU","TAXREV","TOT","PC_GDP","A","1976",35.286,
"DEU","TAXREV","TOT","PC_GDP","A","1977",36.657,
"DEU","TAXREV","TOT","PC_GDP","A","1978",36.662,
"DEU","TAXREV","TOT","PC_GDP","A","1979",36.376,
"DEU","TAXREV","TOT","PC_GDP","A","1980",36.429,
"DEU","TAXREV","TOT","PC_GDP","A","1981",35.858,
"DEU","TAXREV","TOT","PC_GDP","A","1982",35.541,
"DEU","TAXREV","TOT","PC_GDP","A","1983",35.565,
"DEU","TAXREV","TOT","PC_GDP","A","1984",35.713,
"DEU","TAXREV","TOT","PC_GDP","A","1985",36.084,
"DEU","TAXREV","TOT","PC_GDP","A","1986",35.827,
"DEU","TAXREV","TOT","PC_GDP","A","1987",36.288,
"DEU","TAXREV","TOT","PC_GDP","A","1988",35.95,
"DEU","TAXREV","TOT","PC_GDP","A","1989",36.229,
"DEU","TAXREV","TOT","PC_GDP","A","1990",34.803,
"DEU","TAXREV","TOT","PC_GDP","A","1991",35.006,
"DEU","TAXREV","TOT","PC_GDP","A","1992",35.9,
"DEU","TAXREV","TOT","PC_GDP","A","1993",35.828,
"DEU","TAXREV","TOT","PC_GDP","A","1994",36.171,
"DEU","TAXREV","TOT","PC_GDP","A","1995",36.23,
"DEU","TAXREV","TOT","PC_GDP","A","1996",35.574,
"DEU","TAXREV","TOT","PC_GDP","A","1997",35.243,
"DEU","TAXREV","TOT","PC_GDP","A","1998",35.472,
"DEU","TAXREV","TOT","PC_GDP","A","1999",36.159,
"DEU","TAXREV","TOT","PC_GDP","A","2000",36.242,
"DEU","TAXREV","TOT","PC_GDP","A","2001",35.009,
"DEU","TAXREV","TOT","PC_GDP","A","2002",34.384,
"DEU","TAXREV","TOT","PC_GDP","A","2003",34.611,
